"icd_code","icd_version","long_title","category","matched_by","review_flag"
"S06311D",10,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter","Traumatic brain injury","code",FALSE
"S06311S",10,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, sequela","Traumatic brain injury","code",TRUE
"S06312",10,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes","Traumatic brain injury","code",FALSE
"S06312A",10,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Traumatic brain injury","code",FALSE
"S06312D",10,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","Traumatic brain injury","code",FALSE
"S06312S",10,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela","Traumatic brain injury","code",TRUE
"S06313",10,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes","Traumatic brain injury","code",FALSE
"S06313A",10,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Traumatic brain injury","code",FALSE
"S06313D",10,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","Traumatic brain injury","code",FALSE
"S06313S",10,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","Traumatic brain injury","code",TRUE
"S06314",10,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours","Traumatic brain injury","code",FALSE
"S06314A",10,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter","Traumatic brain injury","code",FALSE
"S06314D",10,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","Traumatic brain injury","code",FALSE
"S06314S",10,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, sequela","Traumatic brain injury","code",TRUE
"S06315",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level","Traumatic brain injury","code",FALSE
"S06315A",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Traumatic brain injury","code",FALSE
"S06315D",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","Traumatic brain injury","code",FALSE
"S06315S",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","Traumatic brain injury","code",TRUE
"S06316",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving","Traumatic brain injury","code",FALSE
"S06316A",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Traumatic brain injury","code",FALSE
"S06316D",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","Traumatic brain injury","code",FALSE
"S06316S",10,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","Traumatic brain injury","code",TRUE
"S06317",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness","Traumatic brain injury","code",FALSE
"S06317A",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S06317D",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S06317S",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela","Traumatic brain injury","code",TRUE
"S06318",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness","Traumatic brain injury","code",FALSE
"S06318A",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S06318D",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S06318S",10,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela","Traumatic brain injury","code",TRUE
"S06319",10,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration","Traumatic brain injury","code",FALSE
"S06319A",10,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter","Traumatic brain injury","code",FALSE
"S06319D",10,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter","Traumatic brain injury","code",FALSE
"S06319S",10,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, sequela","Traumatic brain injury","code",TRUE
"S0631A",10,"Contusion and laceration of right cerebrum with loss of consciousness status unknown","Traumatic brain injury","code",FALSE
"S0631AA",10,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, initial encounter","Traumatic brain injury","code",FALSE
"S0631AD",10,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, subsequent encounter","Traumatic brain injury","code",FALSE
"S0631AS",10,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, sequela","Traumatic brain injury","code",TRUE
"S0632",10,"Contusion and laceration of left cerebrum","Traumatic brain injury","code",FALSE
"S06320",10,"Contusion and laceration of left cerebrum without loss of consciousness","Traumatic brain injury","code",FALSE
"S06320A",10,"Contusion and laceration of left cerebrum without loss of consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S06320D",10,"Contusion and laceration of left cerebrum without loss of consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S06320S",10,"Contusion and laceration of left cerebrum without loss of consciousness, sequela","Traumatic brain injury","code",TRUE
"S06321",10,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less","Traumatic brain injury","code",FALSE
"S06321A",10,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter","Traumatic brain injury","code",FALSE
"S06321D",10,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter","Traumatic brain injury","code",FALSE
"S06321S",10,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, sequela","Traumatic brain injury","code",TRUE
"S06322",10,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes","Traumatic brain injury","code",FALSE
"S06322A",10,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Traumatic brain injury","code",FALSE
"S06322D",10,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","Traumatic brain injury","code",FALSE
"S06322S",10,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela","Traumatic brain injury","code",TRUE
"S06323",10,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes","Traumatic brain injury","code",FALSE
"S06323A",10,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Traumatic brain injury","code",FALSE
"S06323D",10,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","Traumatic brain injury","code",FALSE
"S06323S",10,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","Traumatic brain injury","code",TRUE
"S06324",10,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours","Traumatic brain injury","code",FALSE
"S06324A",10,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter","Traumatic brain injury","code",FALSE
"S06324D",10,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","Traumatic brain injury","code",FALSE
"S06324S",10,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, sequela","Traumatic brain injury","code",TRUE
"S06325",10,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level","Traumatic brain injury","code",FALSE
"S06325A",10,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Traumatic brain injury","code",FALSE
